Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,ALT_OBJ,AIRMASS,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K ,Source-Sky_T1,Source_Error_T1,Source_AMag_T1,Source_AMag_Err_T1,Peak_T1,Source-Sky_C2,Source_Error_C2,Source_AMag_C2,Source_AMag_Err_C2,Peak_C2,Source-Sky_C3,Source_Error_C3,Source_AMag_C3,Source_AMag_Err_C3,Peak_C3,Source-Sky_C4,Source_Error_C4,Source_AMag_C4,Source_AMag_Err_C4,Peak_C4,Source-Sky_C5,Source_Error_C5,Source_AMag_C5,Source_AMag_Err_C5,Peak_C5,Source-Sky_C6,Source_Error_C6,Source_AMag_C6,Source_AMag_Err_C6,Peak_C6,Source-Sky_C7,Source_Error_C7,Source_AMag_C7,Source_AMag_Err_C7,Peak_C7,Source-Sky_T8,Source_Error_T8,Source_AMag_T8,Source_AMag_Err_T8,Peak_T8,Source-Sky_T9,Source_Error_T9,Source_AMag_T9,Source_AMag_Err_T9,Peak_T9,Source-Sky_T10,Source_Error_T10,Source_AMag_T10,Source_AMag_Err_T10,Peak_T10,Source-Sky_T11,Source_Error_T11,Source_AMag_T11,Source_AMag_Err_T11,Peak_T11
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-195750-V-BIN1-E-060-005.fit,20,63994.69140625,60082.91555925924,2460082.9155592592,NaN,NaN,0,NaN,1.40499064647,-35,60,NaN,NaN,889805.2064471854,867.1601365825281,10.673063244859273,0.0012090872304195,62831.59765625,682266.6019718187,763.1557467104923,11.04,0.0012137817617214,58743.09765625,403363.59826135804,595.015866417198,11.83,0.0016004276251446,35096.8984375,518682.3458304722,669.3644072142471,11.06,0.0014002493802059,41117.77734375,499157.0647500589,657.2896623353744,11.08,0.0014287561640004,43720.6328125,386685.9867503269,583.6043723910814,11.85,0.0016374079716486,34082.92578125,481373.97180413315,647.4006329992831,11.31,0.0014592273384734,37949.51953125,982053.1361238528,910.0491853944832,10.565963134111913,0.0011639501567969,63994.69140625,136220.99222157584,369.2114184862446,12.710690502989642,0.0029964934855899,11586.3935546875,403807.43118656724,595.457765782904,11.530864834003834,0.001703728560097,30106.623046875,107247.31829731129,335.65285682727483,12.970334497476124,0.0034428102692198,9130.955078125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-195904-V-BIN1-E-060-001.fit,21,65195.9921875,60082.91641921317,2460082.916419213,NaN,NaN,0,NaN,1.4008122508,-35,60,NaN,NaN,887284.1116926415,865.3635462276444,10.684357990731426,0.0012085868261173,62831.59765625,690169.8563683729,766.7466805298212,11.04,0.0012055330141717,65195.9921875,403989.5771272513,596.5586000303774,11.83,0.0016020896436493,38944.39453125,522833.6400907685,671.5083431379416,11.06,0.0013935849994915,45629.16796875,503114.31259981386,659.7324971566795,11.08,0.0014227904308315,43819.0546875,390303.13834008435,585.8294600670474,11.85,0.0016284249900722,34710.17578125,483685.44631375966,648.1933449280642,11.31,0.0014540355611863,40855.43359375,984307.0459504494,910.6407438033237,10.571688267977171,0.0011612696799325,63912.6015625,137255.8329256111,369.8689305072768,12.710687728742277,0.0029793944480653,11931.2587890625,407604.87624957995,598.1421939005418,11.528916325509691,0.0016955907914069,32688.482421875,109066.90696732714,336.6211615759489,12.96028225993854,0.0033961716998067,10031.814453125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200018-V-BIN1-E-060-002.fit,22,66126.078125,60082.91727175936,2460082.9172717594,NaN,NaN,0,NaN,1.396712564,-35,60,NaN,NaN,866188.7202015849,855.2618745983067,10.712612340372859,0.0012198797644757,62831.59765625,682685.3685906192,763.0543128109758,11.04,0.0012128764912039,66126.078125,406779.42613511335,597.1259850307669,11.83,0.0015926221370683,42173.5,525627.7341523673,673.781365020148,11.06,0.0013908709589861,57023.26953125,503327.8623429573,661.5106992384078,11.08,0.0014260179296373,53206.44140625,394001.2936471179,589.1083713090615,11.85,0.00162217383154,41568.44921875,487550.8296394273,649.7849420666589,11.31,0.0014460550284085,46531.33203125,951862.2471352776,896.0817206251203,10.610208394814647,0.0011763163128987,63912.6015625,137616.97312548882,371.23855814185674,12.709963646774451,0.002982369524142,16032.7509765625,410327.1746410616,599.5194932648768,11.52381795053642,0.0016889511516429,40843.06640625,108988.27689745818,337.61945407049734,12.963194184007175,0.0034082398822966,11387.4990234375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200132-V-BIN1-E-060-003.fit,23,63912.6015625,60082.91813667817,2460082.918136678,NaN,NaN,0,NaN,1.3925935623,-35,60,NaN,NaN,885049.0584041392,864.6441502768299,10.693359644052961,0.0012092261900451,61732.5703125,691384.7795751069,768.10750580365,11.04,0.0012055504291325,62236.58203125,405914.92120799614,596.4866730806862,11.83,0.0015943040489952,35393.32421875,525529.8963923433,673.4224672151406,11.06,0.0013903892034037,48879.15625,505161.52996618755,660.6951176955445,11.08,0.0014190944377246,46695.59765625,396034.6873019247,589.9017376620661,11.85,0.0016160229525777,35190.4296875,487392.01741821907,649.8535254007028,11.31,0.0014466784743168,40951.71875,977427.2805410379,907.9087526466798,10.585566864331925,0.0011637921274418,63912.6015625,139746.91838129555,372.68159260398033,12.697422405359262,0.0029493862323301,14039.8603515625,409816.5575166098,599.5849544218735,11.52930425273926,0.0016904506001826,35744.98046875,109687.96605020907,337.10259063172197,12.960380546459223,0.0033818881141116,9916.6357421875
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200246-V-BIN1-E-060-004.fit,24,63560.0234375,60082.91898890026,2460082.9189889003,NaN,NaN,0,NaN,1.38857546572,-35,60,NaN,NaN,891397.0276529598,867.422203750197,10.679691376974866,0.0012062748986244,63560.0234375,684407.4304923026,763.9226561067394,11.04,0.0012112024241217,56520.48828125,405536.4508035785,595.7299536312684,11.83,0.0015937678749905,34802.27734375,522751.69093121804,671.6639849338724,11.06,0.0013941261722223,41546.5625,501617.81800829316,658.8119611865521,11.08,0.0014250424484664,40801.5859375,395798.92092371575,589.3762285952098,11.85,0.0016155454495464,33791.9453125,484961.62703583937,647.8634141157562,11.31,0.001449474142065,38545.94921875,987628.4128517619,912.3269915877446,10.568385392097813,0.0011597121029832,63027.125,136836.15786096134,370.5941061264072,12.714367152503133,0.0029937052706683,11085.3564453125,405257.8381634351,596.391664071695,11.535540772568645,0.0016996805517293,30586.71484375,108362.69421207128,334.9022752851419,12.967669845187297,0.003400562661122,9436.1953125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200400-V-BIN1-E-060-005.fit,25,61524.5703125,60082.91985046305,2460082.919850463,NaN,NaN,0,NaN,1.38455230175,-35,60,NaN,NaN,903050.2889018438,872.573883602365,10.667299087898176,0.0011996192177187,60737.0234375,686372.637271435,764.8647149676443,11.04,0.0012092249993463,45703.6484375,406959.3812904019,597.6656544205497,11.83,0.0015933560903399,26786.748046875,522396.71434249857,671.175937068454,11.06,0.0013940598496204,35327.28125,503088.4957860843,659.4235705640631,11.08,0.0014221975614622,35419.73828125,395055.9942972279,589.16204474096,11.85,0.0016179935499239,29806.509765625,485920.46365979017,649.1517457370593,11.31,0.001449490689073,30396.3984375,1015480.6748014707,924.459462537564,10.539899770301929,0.0011470209140452,61524.5703125,138315.08514843756,371.92036154575896,12.70440505656006,0.0029730738410301,10412.5029296875,409309.8345723853,598.3975634342635,11.526448478511917,0.0016897295600804,26194.357421875,108621.59757467375,336.15039862476544,12.966788462698371,0.0034049058137549,7460.28271484375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200515-V-BIN1-E-060-001.fit,26,64369.5078125,60082.92071759235,2460082.9207175924,NaN,NaN,0,NaN,1.38054462936,-35,60,NaN,NaN,875944.768875462,859.8455114486643,10.707121530345656,0.0012132420351192,64369.5078125,686358.2058598711,764.7824476431695,11.04,0.0012091204182665,62149.19140625,409305.1265101256,598.4192635401922,11.83,0.0015862272888424,39757.62890625,528817.7244417252,675.334700542693,11.06,0.0013856712897718,50356.734375,507552.78086814034,661.9581489363246,11.08,0.0014151112651435,46534.52734375,397376.5277335274,591.163133391136,11.85,0.0016140114431705,37758.0546875,489047.7314632605,650.7184542306064,11.31,0.0014437015487789,42905.40234375,971083.8189210587,904.910441941654,10.595171544841847,0.0011661428790019,62899.1796875,139355.2620433353,372.7053387152311,12.703004908069286,0.0029573470557678,13766.3330078125,409367.2639927801,598.5488365447465,11.5330305629154,0.0016891984961926,36114.921875,109193.58169733128,337.37863500339915,12.967820559598842,0.0033992676095465,10852.0029296875
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200629-V-BIN1-E-060-002.fit,27,64942.94921875,60082.921570729,2460082.921570729,NaN,NaN,0,NaN,1.37663679097,-35,60,NaN,NaN,881771.3160603083,863.0742546101276,10.70580734782307,0.0012099221431535,64369.5078125,691078.4175286434,767.7401842313423,11.04,0.0012055081158082,64942.94921875,409307.51605638955,600.1958703370349,11.83,0.0015909238029481,39359.98828125,534734.3239422445,678.6544992565382,11.06,0.0013770811877991,45300.59375,509204.34756967134,663.129221241161,11.08,0.0014130181766302,48042.64453125,399973.8648757448,592.8386073900954,11.85,0.0016080795470639,38672.90234375,490561.952178398,652.0960940085482,11.31,0.0014422932360056,42575.05859375,978214.7259375469,907.9630125299383,10.593111774834224,0.0011620335291054,63288.08984375,138960.82524788647,371.9427907430459,12.711966304236554,0.0029593234608779,12773.8134765625,412220.27075563243,601.8068438907944,11.531373905189957,0.0016864902935593,33002.62109375,111098.60423310778,338.1152831203349,12.95492575873392,0.003349620330696,10816.2490234375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200744-V-BIN1-E-060-003.fit,28,64369.5078125,60082.92243471043,2460082.9224347104,NaN,NaN,0,NaN,1.37272247245,-35,60,NaN,NaN,887023.4773239517,865.5008742852042,10.701062106274172,0.0012066437911045,64369.5078125,693601.5079935489,768.541860460727,11.04,0.0012023788287823,63001.31640625,411376.02177366934,599.9016952567235,11.83,0.0015821547731997,38207.35546875,532504.046308699,678.2606995612254,11.06,0.0013820432154731,51151.4921875,509962.05322228494,663.601319999069,11.08,0.0014119238840596,49861.7890625,400620.9129238953,593.0118258179868,11.85,0.0016059529875162,37655.73046875,491558.8138540827,652.1993819957526,11.31,0.0014395980970281,44502.6875,971973.8486952242,905.0555885335306,10.601763442406671,0.0011644456721355,63288.08984375,140545.335859529,373.25992742933505,12.701358798801609,0.0029370851656633,14257.1650390625,412838.79158112104,601.3770433127079,11.531448647595752,0.0016829415556281,38380.18359375,110423.33329179019,337.9724953368925,12.963247760933903,0.0033679537325655,10432.4267578125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-200858-V-BIN1-E-060-004.fit,29,66876.6640625,60082.92328865733,2460082.9232886573,NaN,NaN,0,NaN,1.36889093556,-35,60,NaN,NaN,888598.993935651,866.247288157819,10.700687661769505,0.0012054427470673,64667.69140625,693216.9359116108,768.14871302449,11.04,0.0012024304193125,66876.6640625,412421.71036344743,600.7819713595652,11.83,0.0015804601946906,39399.81640625,535766.8473340194,679.2913684991406,11.06,0.001375717960218,54584.375,509170.2369388289,662.8086438070377,11.08,0.0014124300779791,51060.12109375,399185.42364327883,591.7230604060887,11.85,0.0016082236920272,35428.890625,494211.15679328074,653.3701355136692,11.31,0.0014344457680966,43460.9609375,982730.5010404121,909.6084598396402,10.59136611608588,0.0011588491725631,63288.08984375,140574.84025088727,373.77925545742704,12.702683208146153,0.0029402705477188,14981.6767578125,413630.7924962805,601.5327972580852,11.530920049566845,0.0016802318673112,38147.61328125,111060.14629625612,338.1414405140716,12.958556601720279,0.0033507363974023,10794.52734375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201010-V-BIN1-E-060-005.fit,30,64667.69140625,60082.924136573914,2460082.924136574,NaN,NaN,0,NaN,1.36512124054,-35,60,NaN,NaN,889307.0968776086,866.640558344235,10.693655036900774,0.0012060282888527,64667.69140625,690771.8343575354,767.0748893919609,11.04,0.0012049983240236,63665.34765625,410315.0489086547,599.552340317717,11.83,0.0015853197654469,40061.69140625,530926.3852544446,676.2136907860234,11.06,0.0013819666028505,52527.33984375,506951.110328714,661.8963875374743,11.08,0.0014166575805924,50045.76953125,396412.0740563677,589.7608945110189,11.85,0.0016141004486657,34563.20703125,491352.9004218563,651.900362039847,11.31,0.0014395411309244,43001.92578125,974376.4726162732,905.9239901775545,10.594467459899644,0.0011636929988624,64568.09375,139882.37708795854,371.54692161925306,12.701876922469094,0.0029376718843945,13951.388671875,412145.90057909995,601.2011487887062,11.528656970955081,0.0016853929083083,37271.29296875,110550.70454624447,338.04239934765354,12.957380645381534,0.0033650640047769,10444.46875
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201125-V-BIN1-E-060-001.fit,31,64667.69140625,60082.92499434017,2460082.92499434,NaN,NaN,0,NaN,1.36134665281,-35,60,NaN,NaN,897252.6557793651,870.1483014746765,10.677059637057198,0.0012025463508127,64667.69140625,687503.7961980843,765.4614309227013,11.04,0.0012081778638501,56010.55859375,409671.2087306035,598.650623083115,11.83,0.0015854231389936,34737.95703125,527844.6386660768,674.5784829053055,11.06,0.0013866706577789,40388.4921875,504306.5203028284,660.541937658761,11.08,0.0014211694654026,41719.5234375,392754.29357610625,587.2078621232612,11.85,0.0016220744551844,30485.71484375,485369.5927637049,648.7428814698469,11.31,0.0014502213134687,36337.58984375,1002511.8264775646,918.5962623965626,10.556622756678395,0.001152114371207,64568.09375,138975.40409311687,371.7836691393894,12.702001654515243,0.0029582909033262,11511.3818359375,410036.28330436384,599.4440151498894,11.527290797535276,0.0016893848888358,29867.52734375,109639.36656595004,336.3703893779092,12.959430223828193,0.0033762610175987,8515.5732421875
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201239-V-BIN1-E-060-002.fit,32,64667.69140625,60082.92585127335,2460082.9258512734,NaN,NaN,0,NaN,1.35761293405,-35,60,NaN,NaN,879390.592714346,861.3505964553907,10.70727412728705,0.001210496132757,64667.69140625,690501.8692606825,766.7694060540441,11.04,0.0012049893749073,63665.34765625,411408.7284767143,600.5422342302147,11.83,0.0015837170487959,38907.53515625,532881.9717994086,677.082829605685,11.06,0.0013786668409819,48983.0703125,507962.3891502369,662.5697831731748,11.08,0.0014152765229414,49458.9375,397493.3623108149,589.6584815828419,11.85,0.0016094335948752,37879.88671875,490509.8316325305,651.3646036557835,11.31,0.0014408293947711,45739.546875,984344.8602573733,910.2924555055289,10.584860470959452,0.0011587391840892,64568.09375,140128.97918104174,371.8808870254114,12.701408770270222,0.0029351310140496,13681.876953125,414399.7588765541,601.998461677817,11.524179930794876,0.0016790864899138,37543.703125,109613.16792261868,336.3518449179976,12.968071842274528,0.0033764114312134,9692.3193359375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201354-V-BIN1-E-060-003.fit,33,66208.4609375,60082.92671758123,2460082.926717581,NaN,NaN,0,NaN,1.35387540408,-35,60,NaN,NaN,879072.3637588274,861.3256847288004,10.707623560678687,0.001210833745809,64667.69140625,692728.8021742698,768.0642462765389,11.04,0.0012031450058822,66208.4609375,411558.24662734143,600.3057634796888,11.83,0.0015825191801379,41684.53515625,529220.2664328201,675.0992637389978,11.06,0.0013841355740233,46281.54296875,509284.0040514551,662.9455377790437,11.08,0.0014124062286068,49564.65234375,397937.37298004824,590.5416350584632,11.85,0.0016100451861034,37265.65234375,489907.92982646596,651.1630530422299,11.31,0.0014421523405923,45962.546875,981839.2811481772,909.1747382985473,10.587584119915197,0.0011599148865578,64568.09375,140150.8887282942,372.30394043654223,12.701195487860712,0.0029379060502872,13173.0693359375,414745.8495883547,602.0422602510665,11.523230006318219,0.0016779799498739,37563.9375,110939.87154706758,338.7130761602679,12.954965981294333,0.0033599876708345,10626.86328125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201507-V-BIN1-E-060-004.fit,34,62805.3515625,60082.92757476866,2460082.9275747687,NaN,NaN,0,NaN,1.35021518524,-35,60,NaN,NaN,880657.5771232002,861.8378895530914,10.702179912626216,0.0012101272762521,62394.71875,691013.2993675914,766.8059837036059,11.04,0.0012041554451004,58241.16796875,409307.3114325694,598.4069154185664,11.83,0.001586186120549,36423.0078125,523481.14720469154,671.4829369923889,11.06,0.0013918097166608,46287.23828125,508904.7951199063,662.7745161718474,11.08,0.0014130935983714,42856.21875,396151.43748340715,589.2201409478909,11.85,0.0016136817640377,35689.4609375,492059.45253246045,652.6664654941338,11.31,0.0014391636303465,41237.19921875,990680.9321535289,913.4232318793563,10.57436309256979,0.0011566197732972,62805.3515625,138781.6844039245,370.7010812722537,12.708367217227728,0.0029536401770363,12501.0830078125,412202.8198302305,600.6272042477281,11.526420206831748,0.0016839008511361,33140.515625,109930.75646616175,336.92741133935016,12.961399561634284,0.0033727010020001,10349.02734375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201622-V-BIN1-E-060-005.fit,35,64568.09375,60082.92844016198,2460082.928440162,NaN,NaN,0,NaN,1.34655577039,-35,60,NaN,NaN,902129.902334549,871.9321994702949,10.677541196521165,0.0011983966177978,62394.71875,692038.9627509286,767.4860090779283,11.04,0.0012034374740851,52727.328125,409612.3730978367,598.3856933046545,11.83,0.0015849494890607,31113.41015625,529034.8023357637,674.9088379478554,11.06,0.0013842301899599,41726.5625,508089.18867696717,662.0389942058802,11.08,0.0014137907875819,38982.8671875,395675.69421114767,588.7819756859856,11.85,0.001614420001382,32678.38671875,490688.2445274457,651.8337195523156,11.31,0.0014413424874274,35963.7265625,1005497.3064580306,920.0578065429601,10.55976161353706,0.0011498324877356,64568.09375,139513.37135739322,371.9638380769184,12.70417430833586,0.0029482843540001,12122.7978515625,412412.6728140403,600.212127364328,11.527383887322497,0.0016819599924243,27910.880859375,109714.1539722402,336.26986452839213,12.965057246066955,0.0033726817338519,8439.064453125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201736-V-BIN1-E-060-001.fit,36,62805.3515625,60082.92929443298,2460082.929294433,NaN,NaN,0,NaN,1.34298006498,-35,60,NaN,NaN,895288.8435807788,868.7312311150447,10.685254503060543,0.0012021378174579,61357.671875,692221.3323878673,768.1651583852469,11.04,0.0012041846499659,58651.30078125,409513.0795131293,598.5869305006345,11.83,0.0015858662659749,34919.34765625,525057.6302360774,672.6288636210111,11.06,0.0013900000499763,42743.3828125,509120.6354222411,663.0549945077414,11.08,0.0014130922730382,44661.234375,397300.071435813,589.7407044537016,11.85,0.0016104403862865,32701.0078125,490390.40445626853,651.0356655556641,11.31,0.0014404527431389,36423.390625,999068.6598128618,916.9563114971802,10.566174095679001,0.001152569005373,62805.3515625,140006.82327226747,373.7951073821403,12.69978943059838,0.0029522447107134,12703.9453125,413530.6751972118,600.9501177685464,11.52389310845961,0.0016798602691542,32797.5078125,109676.39590672328,336.89776411639843,12.964879508253631,0.0033799552572686,9129.2607421875
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-201849-V-BIN1-E-060-002.fit,37,64568.09375,60082.93014572933,2460082.9301457293,NaN,NaN,0,NaN,1.33945152053,-35,60,NaN,NaN,876897.812262348,859.9820243213863,10.711969337756507,0.0012113647002661,62394.71875,696397.2389361718,769.546740512014,11.04,0.0011991194198463,61991.27734375,410785.88598018035,599.3852447292084,11.83,0.0015830630164746,35748.46484375,529164.0390117962,674.6247158723244,11.06,0.0013833101196715,49474.80859375,509625.811770522,663.1555738060723,11.08,0.0014119064299853,45363.8203125,396904.7346909401,589.3881307710654,11.85,0.0016110802365786,37753.9375,492386.7539889089,653.0095476745253,11.31,0.0014389631274045,44434.40234375,985082.0620358652,911.213782218203,10.585660777174565,0.0011586572200208,64568.09375,139259.46119262793,372.29229847769636,12.709780027896272,0.0029557384361842,14036.580078125,415748.01923035324,603.0466356592133,11.522266332279905,0.001676644043248,33606.90625,110045.42367296519,336.79993637545687,12.965411837239332,0.0033677944578992,10160.8173828125
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-202004-V-BIN1-E-060-003.fit,38,63351.1015625,60082.93101447914,2460082.931014479,NaN,NaN,0,NaN,1.33588541143,-35,60,NaN,NaN,898681.1555297989,870.978878244574,10.687399533760003,0.0012001832926132,61409.79296875,694577.740055302,768.3672456260134,11.04,0.0012004171648619,63351.1015625,410670.05150761217,599.8647341738904,11.83,0.001584775046934,38855.40625,531907.8165244489,676.5115491423727,11.06,0.0013800255538877,46914.04296875,509613.6377189583,663.6986433320009,11.08,0.0014130956467853,48964.74609375,401751.732194251,593.0541194781415,11.85,0.0016015501393952,34064.0625,492540.95065150654,652.8301043277959,11.31,0.0014381179050926,41779.78125,994948.3661236772,915.0352099082053,10.576912263471515,0.0011534364417921,62805.3515625,139430.4499448824,371.8351510094822,12.71051954927375,0.002948692289356,13430.583984375,415369.3225597351,603.1737481117855,11.525327575867207,0.0016781537903837,35520.66015625,109095.52803328133,335.6206488812901,12.976896249740086,0.0033846115482789,9276.380859375
calibrated-T17-msp_jpalmerio-RR_Nor-20230518-202119-V-BIN1-E-060-004.fit,39,64371.58203125,60082.93187129637,2460082.9318712964,NaN,NaN,0,NaN,1.33241046936,-35,60,NaN,NaN,890070.5430871093,866.3943080768108,10.69535043142039,0.0012045689746088,64371.58203125,693748.3474383658,768.5329481062975,11.04,0.0012021105402983,63163.69140625,408712.1785655919,598.2390662861214,11.83,0.0015880488685368,36804.9140625,529942.3030840791,675.3545241774194,11.06,0.0013827732221389,45112.09375,508696.37983850925,662.6621987058521,11.08,0.0014134327597687,45179.1640625,400517.82976192166,592.4115463400007,11.85,0.0016047411618498,36278.77734375,492444.7193915761,653.0272154163756,11.31,0.0014388327620473,44049.1953125,989853.2565936272,912.9719568106851,10.579984461535426,0.0011563074785149,62805.3515625,139728.24821351402,371.8375207697061,12.705700966390578,0.0029428259815242,12455.5810546875,415533.9198288056,602.5799168447976,11.522395300103625,0.001676378702385,35555.359375,109687.52916919465,336.24928452341607,12.96851836803749,0.0033731478331194,9601.6513671875
